ticket_id,text,category,intent
10164,I don't know how I can cancel purchase {{Order Number}},ORDER,cancel_order
10165,help cancelling purchase {{Order Number}},ORDER,cancel_order
10166,would you give me information about cancelling orders?,ORDER,cancel_order
10167,I need assistance with canceling purchase {{Order Number}},ORDER,cancel_order
10168,canceling purchase {{Order Number}},ORDER,cancel_order
10169,"I can't afford my last item, cancel purchase {{Order Number}}",ORDER,cancel_order
10170,I cannot afford order {{Order Number}},ORDER,cancel_order
10171,have problems with canceling purchase {{Order Number}},ORDER,cancel_order
10172,I have a problem with canceling purchase {{Order Number}},ORDER,cancel_order
10173,question about canceling purchase {{Order Number}},ORDER,cancel_order
10174,I have got to cancel purchase {{Order Number}},ORDER,cancel_order
10175,"I can't afford order {{Order Number}}, could I cancel it?",ORDER,cancel_order
10176,i dont know how to cancel purchase {{Order Number}},ORDER,cancel_order
10177,"I don't want this item, help me cancel purchase {{Order Number}}",ORDER,cancel_order
10178,i need assistance with canceling order {{Order Number}},ORDER,cancel_order
10179,have a problem with cancelling purchase {{Order Number}},ORDER,cancel_order
10180,"I can't afford this product, cancel order {{Order Number}}",ORDER,cancel_order
10181,cancel purchase  {{Order Number}},ORDER,cancel_order
10182,could you help me canceling purchase {{Order Number}}?,ORDER,cancel_order
10183,i try to cancel order {{Order Number}},ORDER,cancel_order
10184,can you help me cancelling order {{Order Number}}?,ORDER,cancel_order
10185,what do I ned to do to cancel order {{Order Number}}?,ORDER,cancel_order
10186,i need help to cancel purchase {{Order Number}},ORDER,cancel_order
10187,"I have bought some items, help canceling purchase {{Order Number}}",ORDER,cancel_order
10188,I need assistance canceling order {{Order Number}},ORDER,cancel_order
10189,I can't afford purchase {{Order Number}},ORDER,cancel_order
10190,assistance with canceling purchase {{Order Number}},ORDER,cancel_order
10191,canmcel order {{Order Number}},ORDER,cancel_order
10192,help with canceling purchase {{Order Number}},ORDER,cancel_order
10193,I need help to cancel purchase {{Order Number}},ORDER,cancel_order
10194,i can no longer afford order {{Order Number}},ORDER,cancel_order
10195,I can no longer pay for order {{Order Number}},ORDER,cancel_order
10196,i have problems with canceling order {{Order Number}},ORDER,cancel_order
10197,I have problems with cancelling order {{Order Number}},ORDER,cancel_order
10198,"I purchased some item, help canceling one of the orders",ORDER,cancel_order
10199,I need helpto cancel order {{Order Number}},ORDER,cancel_order
10200,camceling order {{Order Number}},ORDER,cancel_order
10201,i purchased some fucking item cancel order {{Order Number}},ORDER,cancel_order
10202,want assistance to cancel pyrchase {{Order Number}},ORDER,cancel_order
10203,i need assistance to cancel order {{Order Number}},ORDER,cancel_order
10204,i need help with canceling order {{Order Number}},ORDER,cancel_order
10205,cancelling order {{Order Number}},ORDER,cancel_order
10206,"I have ordered some item, cancel purchase {{Order Number}}",ORDER,cancel_order
10207,i can no longer pay for purchase {{Order Number}},ORDER,cancel_order
10208,I need assistance canceling purchase {{Order Number}},ORDER,cancel_order
10209,"I do not want this item, cancel order {{Order Number}}",ORDER,cancel_order
10210,i need assistance cancelling purchase {{Order Number}},ORDER,cancel_order
10211,ened help with cancelling purchase {{Order Number}},ORDER,cancel_order
10212,I need assistance cancelling order {{Order Number}},ORDER,cancel_order
10213,can ya help me cancel purchase {{Order Number}},ORDER,cancel_order
10214,want assistance cancelling purchase {{Order Number}},ORDER,cancel_order
10215,need help with canceling order {{Order Number}},ORDER,cancel_order
10216,I can no longer pay for purchase {{Order Number}},ORDER,cancel_order
10217,want assistance canceling order {{Order Number}},ORDER,cancel_order
10218,is it possible to cancel purchase {{Order Number}}?,ORDER,cancel_order
10219,cance order {{Order Number}},ORDER,cancel_order
10220,assistance canceling purchase {{Order Number}},ORDER,cancel_order
10221,what do I need to do to cancel purchase {{Order Number}}?,ORDER,cancel_order
10222,I want help cancelling purchase {{Order Number}},ORDER,cancel_order
10223,i have a problem with cancelling order {{Order Number}},ORDER,cancel_order
10224,i cant pay for order {{Order Number}},ORDER,cancel_order
10225,can you help me cancelling order {{Order Number}}?,ORDER,cancel_order
10226,I need help to cancel purchase {{Order Number}},ORDER,cancel_order
10227,I have a problem with cancelling purchase {{Order Number}},ORDER,cancel_order
10228,canceling purechase {{Order Number}},ORDER,cancel_order
10229,I need help cancelling order {{Order Number}},ORDER,cancel_order
10230,I dp not know how to cancel order {{Order Number}},ORDER,cancel_order
10231,what do I need to do to cancel order {{Order Number}}?,ORDER,cancel_order
10232,i dont know what to do to cancel order {{Order Number}},ORDER,cancel_order
10233,cancel order {{Order Number}},ORDER,cancel_order
10234,is it possible to cancel purchase {{Order Number}},ORDER,cancel_order
10235,I am trying to cancel order {{Order Number}},ORDER,cancel_order
10236,I need help with cancellng order {{Order Number}},ORDER,cancel_order
10237,help canceling purchase {{Order Number}},ORDER,cancel_order
10238,I want help cancelling purchase {{Order Number}},ORDER,cancel_order
10239,I want help cancellkng purchase {{Order Number}},ORDER,cancel_order
10240,"I can't afford order {{Order Number}}, help me cancelling it",ORDER,cancel_order
10241,I need assistance to cancel order {{Order Number}},ORDER,cancel_order
10242,I have a problem with cancelling order {{Order Number}},ORDER,cancel_order
10243,assistance canceling the last order,ORDER,cancel_order
10244,assistance to cancel order {{Order Number}},ORDER,cancel_order
10245,"I don't want this product, cancel purchase {{Order Number}}",ORDER,cancel_order
10246,assistance cancelling purchase {{Order Number}},ORDER,cancel_order
10247,I cannot afford order {{Order Number}},ORDER,cancel_order
10248,problems with cancelling order {{Order Number}},ORDER,cancel_order
10249,need help canceling purchase {{Order Number}},ORDER,cancel_order
10250,i can no longer afford purchase {{Order Number}},ORDER,cancel_order
10251,I need help with canceling purchase {{Order Number}},ORDER,cancel_order
10252,how could I cancel purchase {{Order Number}}?,ORDER,cancel_order
10253,i want help canceling purchase {{Order Number}},ORDER,cancel_order
10254,asistance cancelling purchase {{Order Number}},ORDER,cancel_order
10255,I need assistance to cancel order {{Order Number}},ORDER,cancel_order
10256,i need help cancelling purchase {{Order Number}},ORDER,cancel_order
10257,I do not know what to do tro cancel order {{Order Number}},ORDER,cancel_order
10258,I need assistance canceling purchase {{Order Number}},ORDER,cancel_order
10259,cancelling purchase {{Order Number}},ORDER,cancel_order
10260,want help cancelling purchase {{Order Number}},ORDER,cancel_order
10261,help with canceling purchase {{Order Number}},ORDER,cancel_order
10262,I don't know how I colud cancel order {{Order Number}},ORDER,cancel_order
10263,where can i cancel purchase {{Order Number}},ORDER,cancel_order
10264,help me cancel purchase {{Order Number}},ORDER,cancel_order
10265,can you help me cancelong purchase {{Order Number}}?,ORDER,cancel_order
10266,i dont know what to do to cancel purchase {{Order Number}},ORDER,cancel_order
10267,i have problems with canceling order {{Order Number}},ORDER,cancel_order
10268,I want to cancel order {{Order Number}},ORDER,cancel_order
10269,"I can't afford order {{Order Number}}, could you cancel it?",ORDER,cancel_order
10270,i want assistance cancelling order {{Order Number}},ORDER,cancel_order
10271,i want help to cancel order {{Order Number}},ORDER,cancel_order
10272,what do I need to do to cancel purchase {{Order Number}}?,ORDER,cancel_order
10273,i want help cancelling order {{Order Number}},ORDER,cancel_order
10274,I do not know how to cancel purchase {{Order Number}},ORDER,cancel_order
10275,"I cannot afford my last item, how can I cancel the order?",ORDER,cancel_order
10276,"I don't want this item, cancel order {{Order Number}}",ORDER,cancel_order
10277,I no longer want order {{Order Number}},ORDER,cancel_order
10278,can you help me to cancel order {{Order Number}}?,ORDER,cancel_order
10279,cancelling order {{Order Number}},ORDER,cancel_order
10280,"I do not want this item, I try to cancel order {{Order Number}}",ORDER,cancel_order
10281,what do I have to do to cancel order {{Order Number}}?,ORDER,cancel_order
10282,I can no longer afford order {{Order Number}},ORDER,cancel_order
10283,I need help canceling order {{Order Number}},ORDER,cancel_order
10284,I have problems with canceling purchase {{Order Number}},ORDER,cancel_order
10285,i want help canceling order {{Order Number}},ORDER,cancel_order
10286,help with canceling purchase {{Order Number}},ORDER,cancel_order
10287,I don't know how to cancel purchase {{Order Number}},ORDER,cancel_order
10288,"I do not want my last bloody item, cancel order {{Order Number}}",ORDER,cancel_order
10289,can ya help me to cancel order {{Order Number}},ORDER,cancel_order
10290,i dont want order {{Order Number}},ORDER,cancel_order
10291,could you help me to cancel purchase {{Order Number}}?,ORDER,cancel_order
10292,have problems wth cancelling order {{Order Number}},ORDER,cancel_order
10293,I need help with cancelling purchase {{Order Number}},ORDER,cancel_order
10294,i dont want this artilce cancel order {{Order Number}},ORDER,cancel_order
10295,I cannot afford order {{Order Number}},ORDER,cancel_order
10296,need help with canceling purchase {{Order Number}},ORDER,cancel_order
10297,I try to cancel purchase {{Order Number}},ORDER,cancel_order
10298,"I bought some article, help canceling order {{Order Number}}",ORDER,cancel_order
10299,can you help me cancelling oredr {{Order Number}}?,ORDER,cancel_order
10300,help  with cancelling order {{Order Number}},ORDER,cancel_order
10301,assistance to cancel purchase {{Order Number}},ORDER,cancel_order
10302,help to cancel purchase {{Order Number}},ORDER,cancel_order
10303,can you help me cancelling order {{Order Number}}?,ORDER,cancel_order
10304,i dont want purchase {{Order Number}},ORDER,cancel_order
10305,canmcel order {{Order Number}},ORDER,cancel_order
10306,help cancelling my bloody purchase,ORDER,cancel_order
10307,assistance cancelling purchase {{Order Number}},ORDER,cancel_order
10308,can you help me to cancel order {{Order Number}} ?,ORDER,cancel_order
10309,I need assistance with canceling purchase {{Order Number}},ORDER,cancel_order
10310,is it possible to cancel purchase {{Order Number}},ORDER,cancel_order
10311,canceling order,ORDER,cancel_order
10312,problems with cancelling order {{Order Number}},ORDER,cancel_order
10313,what do I have to do to cancel purchase {{Order Number}}?,ORDER,cancel_order
10314,I need assistance canceling purchase {{Order Number}},ORDER,cancel_order
10315,I want help cancelling purchase {{Order Number}},ORDER,cancel_order
10316,i want help canceling order {{Order Number}},ORDER,cancel_order
10317,I want assistance to cancle purchase {{Order Number}},ORDER,cancel_order
10318,i do not know how to cancel purchasw {{Order Number}},ORDER,cancel_order
10319,question about cancelling purchase {{Order Number}},ORDER,cancel_order
10320,help me cancel purchase {{Order Number}},ORDER,cancel_order
10321,i dont want purchase {{Order Number}} could i cancel it,ORDER,cancel_order
10322,i obught some item help me canceling order {{Order Number}},ORDER,cancel_order
10323,I'm trying to cancel purchase {{Order Number}},ORDER,cancel_order
10324,problems with canceling purchase {{Order Number}},ORDER,cancel_order
10325,cancelling order {{Order Number}},ORDER,cancel_order
10326,canceling purchase {{Order Number}},ORDER,cancel_order
10327,i dont khow how to cancel order {{Order Number}},ORDER,cancel_order
10328,I need assistance cancelling order {{Order Number}},ORDER,cancel_order
10329,how can I cancel purchase {{Order Number}}?,ORDER,cancel_order
10330,I can no longer afford purchase {{Order Number}},ORDER,cancel_order
10331,I want help to cancle purchase {{Order Number}},ORDER,cancel_order
10332,I can't afford order {{Order Number}},ORDER,cancel_order
10333,canmcel order {{Order Number}},ORDER,cancel_order
10334,help me canceling purchase {{Order Number}},ORDER,cancel_order
10335,I try to cancel purchase {{Order Number}},ORDER,cancel_order
10336,I don't want purchase {{Order Number}},ORDER,cancel_order
10337,I need help with cancelling purchase {{Order Number}},ORDER,cancel_order
10338,I have got to cancel purcahse {{Order Number}},ORDER,cancel_order
10339,help me to cancel purchase {{Order Number}},ORDER,cancel_order
10340,I need help cancelling oredr {{Order Number}},ORDER,cancel_order
10341,help me canceling purchase {{Order Number}},ORDER,cancel_order
10342,i want help canceling order {{Order Number}},ORDER,cancel_order
10343,I need help to cancel order {{Order Number}},ORDER,cancel_order
10344,I want assistance to cancel purchase {{Order Number}},ORDER,cancel_order
10345,I don't know how I can cancel purchase {{Order Number}},ORDER,cancel_order
10346,cance order {{Order Number}},ORDER,cancel_order
10347,problems with cancelling purchase {{Order Number}},ORDER,cancel_order
10348,need assistance to cancel order {{Order Number}},ORDER,cancel_order
10349,I no longerr want purchase {{Order Number}},ORDER,cancel_order
10350,I need assistance canceling order {{Order Number}},ORDER,cancel_order
10351,i have to cancel purchase {{Order Number}},ORDER,cancel_order
10352,i dont want order {{Order Number}},ORDER,cancel_order
10353,I need help canceling purchase {{Order Number}},ORDER,cancel_order
10354,i do not know how i can cancel order {{Order Number}},ORDER,cancel_order
10355,canceling purchase {{Order Number}},ORDER,cancel_order
10356,I want assistance canceling purchase {{Order Number}},ORDER,cancel_order
10357,assistance with cancelling purchase {{Order Number}},ORDER,cancel_order
10358,problem witth cancelling order {{Order Number}},ORDER,cancel_order
10359,I want assistance to cancel purchase {{Order Number}},ORDER,cancel_order
10360,"I bought some items, help canceling order {{Order Number}}",ORDER,cancel_order
10361,I need assistance with cancelling order {{Order Number}},ORDER,cancel_order
10362,I need assistance cancelling purcjase {{Order Number}},ORDER,cancel_order
10363,i dont want order {{Order Number}},ORDER,cancel_order
10364,I can no longer afford purchase {{Order Number}},ORDER,cancel_order
10365,what do i need to do to cancel order {{Order Number}},ORDER,cancel_order
10366,I need assistance canceling purchase {{Order Number}},ORDER,cancel_order
10367,i need assistance with canceling order {{Order Number}},ORDER,cancel_order
10368,I can't pay for purchase {{Order Number}},ORDER,cancel_order
10369,I do not want purchase {{Order Number}},ORDER,cancel_order
10370,cancel purchase732201349959,ORDER,cancel_order
10371,I do not know how I can cancel purchase {{Order Number}},ORDER,cancel_order
10372,need help with canceling purchase {{Order Number}},ORDER,cancel_order
10373,I can no longer pay for purchase {{Order Number}},ORDER,cancel_order
10374,I need help to cancel purchase370795561790,ORDER,cancel_order
10375,I do not know how I can cancel purchase {{Order Number}},ORDER,cancel_order
10376,I need help canceling purchase {{Order Number}},ORDER,cancel_order
10377,what do I need to do to cancel purchase {{Order Number}}?,ORDER,cancel_order
10378,want assistance cancelling order {{Order Number}},ORDER,cancel_order
10379,want help cancelling purchase {{Order Number}},ORDER,cancel_order
10380,help to cancel purchase {{Order Number}},ORDER,cancel_order
10381,"I can't pay for purchase {{Order Number}}, how can I cancel it?",ORDER,cancel_order
10382,want assistance canceling purchase {{Order Number}},ORDER,cancel_order
10383,I don't know how to cancel purchase {{Order Number}},ORDER,cancel_order
10384,i dont want ordr {{Order Number}} could uhelp me cancel it,ORDER,cancel_order
10385,"I cannot afford order {{Order Number}}, I need help canceling it",ORDER,cancel_order
10386,want assistance canceling purchase {{Order Number}},ORDER,cancel_order
10387,i do not know how to cancel order {{Order Number}},ORDER,cancel_order
10388,I want help canceling order {{Order Number}},ORDER,cancel_order
10389,where can I cancel purchase {{Order Number}}?,ORDER,cancel_order
10390,I need help cancelling purchase {{Order Number}},ORDER,cancel_order
10391,I need assistance to cancel purchase {{Order Number}},ORDER,cancel_order
10392,can you help me cancel purchase {{Order Number}}?,ORDER,cancel_order
10393,I'm trying to cancel order {{Order Number}},ORDER,cancel_order
10394,i dont know what to do to cancel purchase {{Order Number}},ORDER,cancel_order
10395,I need help cancelling purchase {{Order Number}},ORDER,cancel_order
10396,i can no longer pay fororder {{Order Number}} cancel it,ORDER,cancel_order
10397,I don't knowhow to cancel purchase {{Order Number}},ORDER,cancel_order
10398,I do not know how I could cancel purchase {{Order Number}},ORDER,cancel_order
10399,i do not know how i can cancel order {{Order Number}},ORDER,cancel_order
10400,I don't know what to do to cancel purchase {{Order Number}},ORDER,cancel_order
10401,cance order {{Order Number}},ORDER,cancel_order
10402,where can I cancel purchase {{Order Number}}?,ORDER,cancel_order
10403,assistance with cancelling purchase {{Order Number}},ORDER,cancel_order
10404,i want assistance to cancel order {{Order Number}},ORDER,cancel_order
10405,I want assistance cancelling order {{Order Number}},ORDER,cancel_order
10406,i dont khow how to cancel order {{Order Number}},ORDER,cancel_order
10407,i need assistance to cancel order {{Order Number}},ORDER,cancel_order
10408,problems with canceling purchase {{Order Number}},ORDER,cancel_order
10409,canceling order {{Order Number}},ORDER,cancel_order
10410,"I can't pay for this item, cancel order {{Order Number}}",ORDER,cancel_order
10411,camceling order {{Order Number}},ORDER,cancel_order
10412,question about canceling order {{Order Number}},ORDER,cancel_order
10413,help me cancel purchase {{Order Number}},ORDER,cancel_order
10414,want assistance cancelling order {{Order Number}},ORDER,cancel_order
10415,want asistance canceling order {{Order Number}},ORDER,cancel_order
10416,i need assiostance cancelling order {{Order Number}},ORDER,cancel_order
10417,cancelling purchase {{Order Number}},ORDER,cancel_order
10418,I am trying to cancel purchaes {{Order Number}},ORDER,cancel_order
10419,i need help canceling order {{Order Number}},ORDER,cancel_order
10420,what do I need to do to cancel purchase {{Order Number}}?,ORDER,cancel_order
10421,help with cancelling purchase {{Order Number}},ORDER,cancel_order
10422,"I bought some item, cancel order {{Order Number}}",ORDER,cancel_order
10423,I need help with canceling purchase {{Order Number}},ORDER,cancel_order
10424,could you help me cancel purchase {{Order Number}}?,ORDER,cancel_order
10425,what do i need to do to cancel order {{Order Number}},ORDER,cancel_order
10426,canceling purchase {{Order Number}},ORDER,cancel_order
10427,I do not know how I can cancel purchase {{Order Number}},ORDER,cancel_order
10428,I have problems with cancelling purchase {{Order Number}},ORDER,cancel_order
10429,ohw to cancel order {{Order Number}},ORDER,cancel_order
10430,is it possible to cxancel order {{Order Number}},ORDER,cancel_order
10431,i have problems with cancelling purchase {{Order Number}},ORDER,cancel_order
10432,where do I cancel purchase {{Order Number}}?,ORDER,cancel_order
10433,I have an question about cancelling order {{Order Number}},ORDER,cancel_order
10434,I would like to cancel purchase {{Order Number}},ORDER,cancel_order
